"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","PROKKA_11072017","PROKKA_11072017_DJ","PROKKA_11162017"
"mnmC","","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC","2","2","1","5","7469","131","1","","1994","1994","1994","vin_ca_03248","vin_dj_03241",""
"barA_4","","Signal transduction histidine-protein kinase BarA","2","2","1","5","1564","185","4","","2744","2744","2744","vin_ca_03253","vin_dj_03246",""
"group_3823","","hypothetical protein","2","2","1","5","1565","185","3","","227","227","227","vin_ca_03254","vin_dj_03247",""
"group_3824","","hypothetical protein","2","2","1","5","1566","185","2","","359","359","359","vin_ca_03255","vin_dj_03248",""
"tlyC_2","","Hemolysin C","2","2","1","5","1567","185","1","","1298","1298","1298","vin_ca_03256","vin_dj_03249",""
"group_3826","","hypothetical protein","2","2","1","5","1570","454","1","","224","224","224","vin_ca_03259","vin_dj_03252",""
"group_3827","","hypothetical protein","2","2","1","5","1574","555","1","","356","356","356","vin_ca_03261","vin_dj_03254",""
"mlaA_3","","putative phospholipid-binding lipoprotein MlaA","2","2","1","5","1558","441","1","","773","773","773","vin_ca_03263","vin_dj_03256",""
"group_3829","","hypothetical protein","2","2","1","5","1586","274","2","","344","344","344","vin_ca_03273","vin_dj_03266",""
"group_3830","","hypothetical protein","2","2","1","5","1587","274","1","","428","428","428","vin_ca_03274","vin_dj_03267",""
"group_3831","","hypothetical protein","2","2","1","5","1597","110","1","","1259","1259","1259","vin_ca_03280","vin_dj_03273",""
"group_3832","","hypothetical protein","2","2","1","5","1598","110","2","","431","431","431","vin_ca_03281","vin_dj_03274",""
"group_3833","","hypothetical protein","2","2","1","5","1599","110","3","","2591","2591","2591","vin_ca_03282","vin_dj_03275",""
"group_3834","","hypothetical protein","2","2","1","5","1600","110","4","","191","191","191","vin_ca_03283","vin_dj_03276",""
"group_3835","","hypothetical protein","2","2","1","5","1601","110","6","","344","344","344","vin_ca_03284","vin_dj_03277",""
"tam","","Trans-aconitate 2-methyltransferase","2","2","1","5","1602","110","5","","656","656","656","vin_ca_03285","vin_dj_03278",""
"bamC","","Outer membrane protein assembly factor BamC","2","2","1","5","1606","586","1","","1112","1112","1112","vin_ca_03289","vin_dj_03282",""
"bcp_2","","Putative peroxiredoxin bcp","2","2","1","5","1555","565","1","","476","476","476","vin_ca_03292","vin_dj_03285",""
"group_3839","","hypothetical protein","2","2","1","5","1613","81","1","","350","350","350","vin_ca_03296","vin_dj_03289",""
"citT","","Citrate carrier","2","2","1","5","1614","81","8","","1496","1496","1496","vin_ca_03297","vin_dj_03290",""
"group_3841","","hypothetical protein","2","2","1","5","1615","81","7","","509","509","509","vin_ca_03298","vin_dj_03291",""
"group_3842","","hypothetical protein","2","2","1","5","1617","81","5","","164","164","164","vin_ca_03300","vin_dj_03293",""
"yahK_2","","Aldehyde reductase YahK","2","2","1","5","1618","81","4","","1049","1049","1049","vin_ca_03301","vin_dj_03294",""
"lvr_2","","Levodione reductase","2","2","1","5","1619","81","3","","626","626","626","vin_ca_03302","vin_dj_03295",""
"pgrR_7","","HTH-type transcriptional regulator PgrR","2","2","1","5","1620","81","2","","893","893","893","vin_ca_03303","vin_dj_03296",""
"moaA_3","","GTP 3',8-cyclase","2","2","1","5","1624","88","1","","863","863","863","vin_ca_03306","vin_dj_03299",""
"pucA_2","","putative xanthine dehydrogenase subunit A","2","2","1","5","1623","88","2","","980","980","980","vin_ca_03307","vin_dj_03300",""
"iorA_3","","Isoquinoline 1-oxidoreductase subunit alpha","2","2","1","5","1622","88","3","","446","446","446","vin_ca_03308","vin_dj_03301",""
"iorB_2","","Isoquinoline 1-oxidoreductase subunit beta","2","2","1","5","1621","88","7","","2237","2237","2237","vin_ca_03309","vin_dj_03302",""
"group_3850","","hypothetical protein","2","2","1","5","742","88","6","","362","362","362","vin_ca_03311","vin_dj_03304",""
"group_3851","","hypothetical protein","2","2","1","5","743","88","5","","353","353","353","vin_ca_03312","vin_dj_03305",""
"group_3852","","hypothetical protein","2","2","1","5","741","1","71","","245","245","245","vin_ca_03315","vin_dj_03308",""
"group_3853","","hypothetical protein","2","2","1","5","740","1","72","","134","134","134","vin_ca_03316","vin_dj_03309",""
"group_3854","","Type IV secretion system protein virB10","2","2","1","5","739","1","73","","1148","1148","1148","vin_ca_03317","vin_dj_03310",""
"ptlF","","Type IV secretion system protein PtlF","2","2","1","5","738","1","74","","1001","1001","1001","vin_ca_03318","vin_dj_03311",""
"group_3856","","hypothetical protein","2","2","1","5","737","1","75","","704","704","704","vin_ca_03319","vin_dj_03312",""
"group_3857","","hypothetical protein","2","2","1","5","736","1","76","","1373","1373","1373","vin_ca_03320","vin_dj_03313",""
"group_3858","","hypothetical protein","2","2","1","5","735","1","77","","302","302","302","vin_ca_03321","vin_dj_03314",""
"group_3859","","hypothetical protein","2","2","1","5","734","1","78","","737","737","737","vin_ca_03322","vin_dj_03315",""
"virB4","","Type IV secretion system protein virB4","2","2","1","5","733","1","79","","2450","2450","2450","vin_ca_03323","vin_dj_03316",""
"group_3861","","hypothetical protein","2","2","1","5","732","1","80","","284","284","284","vin_ca_03324","vin_dj_03317",""
"group_3862","","hypothetical protein","2","2","1","5","731","1","81","","383","383","383","vin_ca_03325","vin_dj_03318",""
"ptlH","","Type IV secretion system protein PtlH","2","2","1","5","730","1","70","","1052","1052","1052","vin_ca_03326","vin_dj_03319",""
"group_3864","","hypothetical protein","2","2","1","5","729","1","69","","464","464","464","vin_ca_03327","vin_dj_03320",""
"traG","","Conjugal transfer protein TraG","2","2","1","5","728","1","68","","2000","2000","2000","vin_ca_03328","vin_dj_03321",""
"group_3866","","hypothetical protein","2","2","1","5","727","1","67","","266","266","266","vin_ca_03329","vin_dj_03322",""
"qacA","","Antiseptic resistance protein","2","2","1","5","725","1","65","","1472","1472","1472","vin_ca_03331","vin_dj_03324",""
"betI","","HTH-type transcriptional regulator BetI","2","2","1","5","724","1","64","","617","617","617","vin_ca_03332","vin_dj_03325",""
"group_3869","","hypothetical protein","2","2","1","5","723","1","63","","1031","1031","1031","vin_ca_03333","vin_dj_03326",""
"group_3870","","hypothetical protein","2","2","1","5","722","1","62","","863","863","863","vin_ca_03334","vin_dj_03327",""
"comR_2","","HTH-type transcriptional repressor ComR","2","2","1","5","721","1","61","","605","605","605","vin_ca_03335","vin_dj_03328",""
"ywrO","","General stress protein 14","2","2","1","5","720","1","60","","800","800","800","vin_ca_03336","vin_dj_03329",""
"syrM1_2","","HTH-type transcriptional regulator SyrM 1","2","2","1","5","719","1","59","","896","896","896","vin_ca_03337","vin_dj_03330",""
"group_3874","","hypothetical protein","2","2","1","5","718","1","58","","263","263","263","vin_ca_03338","vin_dj_03331",""
"ydhP_3","","Inner membrane transport protein YdhP","2","2","1","5","716","1","56","","1208","1208","1208","vin_ca_03340","vin_dj_03333",""
"nepI_2","","Purine ribonucleoside efflux pump NepI","2","2","1","5","715","1","55","","1247","1247","1247","vin_ca_03341","vin_dj_03334",""
"estB_3","","Esterase EstB","2","2","1","5","714","1","54","","1190","1190","1190","vin_ca_03342","vin_dj_03335",""
"dmlR_16","","HTH-type transcriptional regulator DmlR","2","2","1","5","713","1","53","","929","929","929","vin_ca_03343","vin_dj_03336",""
"ydhP_4","","Inner membrane transport protein YdhP","2","2","1","5","712","1","52","","1229","1229","1229","vin_ca_03344","vin_dj_03337",""
"dmlR_17","","HTH-type transcriptional regulator DmlR","2","2","1","5","711","1","51","","914","914","914","vin_ca_03345","vin_dj_03338",""
"group_3881","","hypothetical protein","2","2","1","5","710","1","50","","1985","1985","1985","vin_ca_03346","vin_dj_03339",""
"group_3882","","hypothetical protein","2","2","1","5","709","1","49","","599","599","599","vin_ca_03347","vin_dj_03340",""
"group_3883","","hypothetical protein","2","2","1","5","708","1","48","","545","545","545","vin_ca_03348","vin_dj_03341",""
"group_3884","","hypothetical protein","2","2","1","5","707","1","47","","254","254","254","vin_ca_03349","vin_dj_03342",""
"soj_1","","Chromosome-partitioning ATPase Soj","2","2","1","5","706","1","46","","638","638","638","vin_ca_03350","vin_dj_03343",""
"group_3886","","hypothetical protein","2","2","1","5","705","1","45","","857","857","857","vin_ca_03351","vin_dj_03344",""
"group_3887","","hypothetical protein","2","2","1","5","704","1","44","","284","284","284","vin_ca_03352","vin_dj_03345",""
"group_3888","","hypothetical protein","2","2","1","5","703","1","43","","782","782","782","vin_ca_03353","vin_dj_03346",""
"group_3889","","hypothetical protein","2","2","1","5","702","1","42","","347","347","347","vin_ca_03354","vin_dj_03347",""
"group_3890","","hypothetical protein","2","2","1","5","700","1","40","","506","506","506","vin_ca_03356","vin_dj_03349",""
"hhaIM","","Modification methylase HhaI","2","2","1","5","699","1","39","","1481","1481","1481","vin_ca_03357","vin_dj_03350",""
"group_3892","","hypothetical protein","2","2","1","5","698","1","38","","434","434","434","vin_ca_03358","vin_dj_03351",""
"group_3893","","hypothetical protein","2","2","1","5","697","1","37","","2171","2171","2171","vin_ca_03359","vin_dj_03352",""
"group_3894","","hypothetical protein","2","2","1","5","696","1","36","","224","224","224","vin_ca_03360","vin_dj_03353",""
"group_3895","","hypothetical protein","2","2","1","5","695","1","35","","215","215","215","vin_ca_03361","vin_dj_03354",""
"group_3896","","hypothetical protein","2","2","1","5","694","1","34","","320","320","320","vin_ca_03362","vin_dj_03355",""
"group_3897","","hypothetical protein","2","2","1","5","693","1","33","","335","335","335","vin_ca_03363","vin_dj_03356",""
"intS_1","","Prophage integrase IntS","2","2","1","5","692","1","32","","1202","1202","1202","vin_ca_03364","vin_dj_03357",""
"lysN","","2-aminoadipate transaminase","2","2","1","5","689","1","29","","1418","1418","1418","vin_ca_03367","vin_dj_03360",""
"group_3900","","hypothetical protein","2","2","1","5","686","1","26","","215","215","215","vin_ca_03370","vin_dj_03363",""
"vapC","","tRNA(fMet)-specific endonuclease VapC","2","2","1","5","685","1","25","","410","410","410","vin_ca_03371","vin_dj_03364",""
"vapB1","","Antitoxin VapB1","2","2","1","5","684","1","24","","236","236","236","vin_ca_03372","vin_dj_03365",""
"group_3903","","hypothetical protein","2","2","1","5","683","1","23","","356","356","356","vin_ca_03373","vin_dj_03366",""
"group_3904","","hypothetical protein","2","2","1","5","682","1","22","","239","239","239","vin_ca_03374","vin_dj_03367",""
"group_3905","","hypothetical protein","2","2","1","5","681","1","21","","344","344","344","vin_ca_03375","vin_dj_03368",""
"group_3906","","hypothetical protein","2","2","1","5","680","1","20","","392","392","392","vin_ca_03376","vin_dj_03369",""
"group_3907","","hypothetical protein","2","2","1","5","679","1","19","","656","656","656","vin_ca_03377","vin_dj_03370",""
"group_3908","","hypothetical protein","2","2","1","5","678","1","18","","923","923","923","vin_ca_03378","vin_dj_03371",""
"group_3909","","hypothetical protein","2","2","1","5","677","1","17","","1487","1487","1487","vin_ca_03379","vin_dj_03372",""
"group_3910","","hypothetical protein","2","2","1","5","676","1","16","","446","446","446","vin_ca_03380","vin_dj_03373",""
"group_3911","","hypothetical protein","2","2","1","5","675","1","15","","2921","2921","2921","vin_ca_03381","vin_dj_03374",""
"group_3912","","hypothetical protein","2","2","1","5","674","1","14","","299","299","299","vin_ca_03382","vin_dj_03375",""
"group_3913","","hypothetical protein","2","2","1","5","673","1","13","","725","725","725","vin_ca_03383","vin_dj_03376",""
"pkn1_3","","Serine/threonine-protein kinase Pkn1","2","2","1","5","672","1","12","","1700","1700","1700","vin_ca_03384","vin_dj_03377",""
"group_3915","","hypothetical protein","2","2","1","5","1242","1","11","","428","428","428","vin_ca_03385","vin_dj_03378",""
"group_3916","","hypothetical protein","2","2","1","5","1243","1","10","","932","932","932","vin_ca_03386","vin_dj_03379",""
"group_3917","","hypothetical protein","2","2","1","5","1244","1","9","","1364","1364","1364","vin_ca_03387","vin_dj_03380",""
"group_3918","","hypothetical protein","2","2","1","5","1245","1","8","","356","356","356","vin_ca_03388","vin_dj_03381",""
"group_3919","","hypothetical protein","2","2","1","5","1246","1","7","","1565","1565","1565","vin_ca_03389","vin_dj_03382",""
"group_3920","","hypothetical protein","2","2","1","5","1247","1","6","","305","305","305","vin_ca_03390","vin_dj_03383",""
"group_3921","","hypothetical protein","2","2","1","5","1248","1","5","","173","173","173","vin_ca_03391","vin_dj_03384",""
"mazF","","putative endoribonuclease MazF","2","2","1","5","1249","1","4","","323","323","323","vin_ca_03392","vin_dj_03385",""
"mazE","","Antitoxin MazE","2","2","1","5","1250","1","3","","209","209","209","vin_ca_03393","vin_dj_03386",""
"group_3924","","hypothetical protein","2","2","1","5","1251","1","2","","602","602","602","vin_ca_03394","vin_dj_03387",""
"fitA","","Antitoxin FitA","2","2","1","5","1252","1","1","","239","239","239","vin_ca_03395","vin_dj_03388",""
"group_3926","","hypothetical protein","2","2","1","5","1300","25","1","","911","911","911","vin_ca_03397","vin_dj_03390",""
"group_3927","","hypothetical protein","2","2","1","5","1301","25","2","","848","848","848","vin_ca_03398","vin_dj_03391",""
"group_3928","","hypothetical protein","2","2","1","5","1306","25","15","","221","221","221","vin_ca_03403","vin_dj_03396",""
"group_3929","","hypothetical protein","2","2","1","5","1307","25","14","","302","302","302","vin_ca_03404","vin_dj_03397",""
"group_3930","","hypothetical protein","2","2","1","5","1308","25","13","","296","296","296","vin_ca_03405","vin_dj_03398",""
"group_3931","","hypothetical protein","2","2","1","5","1309","25","12","","263","263","263","vin_ca_03406","vin_dj_03399",""
"group_3932","","hypothetical protein","2","2","1","5","1310","25","11","","476","476","476","vin_ca_03407","vin_dj_03400",""
"group_3933","","hypothetical protein","2","2","1","5","1312","25","9","","257","257","257","vin_ca_03409","vin_dj_03402",""
"group_3934","","hypothetical protein","2","2","1","5","1313","25","8","","137","137","137","vin_ca_03410","vin_dj_03403",""
"group_3935","","hypothetical protein","2","2","1","5","1314","25","7","","236","236","236","vin_ca_03411","vin_dj_03404",""
"group_3936","","hypothetical protein","2","2","1","5","1315","25","6","","1883","1883","1883","vin_ca_03412","vin_dj_03405",""
"xerC_3","","Tyrosine recombinase XerC","2","2","1","5","1316","25","5","","1247","1247","1247","vin_ca_03413","vin_dj_03406",""
"queC","","7-cyano-7-deazaguanine synthase","2","2","1","5","1317","25","4","","674","674","674","vin_ca_03415","vin_dj_03408",""
"cpoB","","Cell division coordinator CpoB","2","2","1","5","1318","642","1","","821","821","821","vin_ca_03417","vin_dj_03410",""
"ruvA","","Holliday junction ATP-dependent DNA helicase RuvA","2","2","1","5","1543","622","1","","605","605","605","vin_ca_03425","vin_dj_03418",""
"group_3941","","hypothetical protein","2","2","1","5","1320","573","1","","266","266","266","vin_ca_03429","vin_dj_03422",""
"group_3942","","hypothetical protein","2","2","1","5","1532","363","2","","947","947","947","vin_ca_03431","vin_dj_03424",""
"acyP","","Acylphosphatase","2","2","1","5","1533","363","1","","275","275","275","vin_ca_03432","vin_dj_03425",""
"group_3944","","hypothetical protein","2","2","1","5","1531","332","1","","1226","1226","1226","vin_ca_03434","vin_dj_03427",""
